code_id,brand,market,appliance_type,code,meaning,component,cause_category,severity,source_type,source_name,source_url
222,GE,US,oven_range,F350,The upper cooling fan circuit is faulty or obstructed.,cooling fan,fan,degraded,manufacturer_listing,GE Appliances Support — Range & Wall Oven Error/Fault/Function Codes,https://products.geappliances.com/appliance/gea-support-search-content?contentId=16238
223,GE,US,oven_range,F4,The oven temperature sensor needs replacement.,oven sensor,sensor,degraded,manufacturer_listing,GE Appliances Support — Range & Wall Oven Error/Fault/Function Codes,https://products.geappliances.com/appliance/gea-support-search-content?contentId=16238
224,GE,US,oven_range,F5,The electronic oven control needs replacement.,electronic control,control_board,stop_failure,manufacturer_listing,GE Appliances Support — Range & Wall Oven Error/Fault/Function Codes,https://products.geappliances.com/appliance/gea-support-search-content?contentId=16238
225,GE,US,oven_range,F6,A key panel fault was detected; the panel typically needs replacement.,key panel,control_board,degraded,manufacturer_listing,GE Appliances Support — Range & Wall Oven Error/Fault/Function Codes,https://products.geappliances.com/appliance/gea-support-search-content?contentId=16238
226,GE,US,oven_range,F7,A key panel fault was detected; the panel typically needs replacement.,key panel,control_board,degraded,manufacturer_listing,GE Appliances Support — Range & Wall Oven Error/Fault/Function Codes,https://products.geappliances.com/appliance/gea-support-search-content?contentId=16238
227,GE,US,oven_range,F8,The electronic oven control needs replacement.,electronic control,control_board,stop_failure,manufacturer_listing,GE Appliances Support — Range & Wall Oven Error/Fault/Function Codes,https://products.geappliances.com/appliance/gea-support-search-content?contentId=16238
228,GE,US,oven_range,F9,A component in the door lock circuit failed.,door lock circuit,door_lock,stop_failure,manufacturer_listing,GE Appliances Support — Range & Wall Oven Error/Fault/Function Codes,https://products.geappliances.com/appliance/gea-support-search-content?contentId=16238
232,GE,US,oven_range,F96,An internal component needs replacement.,internal component,control_board,degraded,manufacturer_listing,GE Appliances Support — Range & Wall Oven Error/Fault/Function Codes,https://products.geappliances.com/appliance/gea-support-search-content?contentId=16238
233,GE,US,oven_range,F97,An internal component needs replacement.,internal component,control_board,degraded,manufacturer_listing,GE Appliances Support — Range & Wall Oven Error/Fault/Function Codes,https://products.geappliances.com/appliance/gea-support-search-content?contentId=16238
229,GE,US,oven_range,FC,A component in the door lock circuit failed.,door lock circuit,door_lock,stop_failure,manufacturer_listing,GE Appliances Support — Range & Wall Oven Error/Fault/Function Codes,https://products.geappliances.com/appliance/gea-support-search-content?contentId=16238
230,GE,US,oven_range,FD,The meat probe or its receptacle is faulty.,meat probe,sensor,degraded,manufacturer_listing,GE Appliances Support — Range & Wall Oven Error/Fault/Function Codes,https://products.geappliances.com/appliance/gea-support-search-content?contentId=16238
231,GE,US,oven_range,FF,The electronic oven control needs replacement.,electronic control,control_board,stop_failure,manufacturer_listing,GE Appliances Support — Range & Wall Oven Error/Fault/Function Codes,https://products.geappliances.com/appliance/gea-support-search-content?contentId=16238
416,Hoover,UK,washer,E00,A control module (EEPROM or main board) fault was detected.,control board,control_board,stop_failure,aggregator_listing,Whitegoods Help — Hoover Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/hoover-washing-machine-error-codes/
417,Hoover,UK,washer,E01,The door lock (or drum-brake safety device on older collector-motor models) is not engaging correctly.,door interlock,door_lock,stop_failure,aggregator_listing,Whitegoods Help — Hoover Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/hoover-washing-machine-error-codes/
418,Hoover,UK,washer,E02,The machine is not filling within the expected time.,water inlet valve,water_supply,stop_failure,aggregator_listing,Whitegoods Help — Hoover Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/hoover-washing-machine-error-codes/
419,Hoover,UK,washer,E03,The machine is not draining within the expected time.,drain pump,drainage,stop_failure,aggregator_listing,Whitegoods Help — Hoover Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/hoover-washing-machine-error-codes/
420,Hoover,UK,washer,E04,The NTC temperature sensor is not reading correctly.,NTC thermistor,sensor,degraded,aggregator_listing,Whitegoods Help — Hoover Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/hoover-washing-machine-error-codes/
421,Hoover,UK,washer,E05,A heating circuit fault in the element or relay was detected.,heating element,heating,degraded,aggregator_listing,Whitegoods Help — Hoover Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/hoover-washing-machine-error-codes/
422,Hoover,UK,washer,E06,The motor tachometer or speed sensor is not reading correctly.,motor speed sensor,motor,degraded,aggregator_listing,Whitegoods Help — Hoover Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/hoover-washing-machine-error-codes/
423,Hoover,UK,washer,E07,"A door lock fault on newer models, or a motor-triac fault on older ones.",door interlock,door_lock,degraded,aggregator_listing,Whitegoods Help — Hoover Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/hoover-washing-machine-error-codes/
424,Hoover,UK,washer,E08,A motor speed sensor (tachometer) fault was detected.,motor speed sensor,motor,degraded,aggregator_listing,Whitegoods Help — Hoover Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/hoover-washing-machine-error-codes/
425,Hoover,UK,washer,E09,A triac fault on the control board (or motor/drum fault on older collector-motor models).,control board triac,control_board,degraded,aggregator_listing,Whitegoods Help — Hoover Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/hoover-washing-machine-error-codes/
426,Hoover,UK,washer,E10,A communication or board error was detected.,control board,communication,degraded,aggregator_listing,Whitegoods Help — Hoover Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/hoover-washing-machine-error-codes/
427,Hoover,UK,washer,E11,A fill timeout variant (or internal communication fault on older models).,water inlet valve,water_supply,degraded,aggregator_listing,Whitegoods Help — Hoover Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/hoover-washing-machine-error-codes/
428,Hoover,UK,washer,E12,A motor driver fault was detected.,motor driver circuit,motor,degraded,aggregator_listing,Whitegoods Help — Hoover Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/hoover-washing-machine-error-codes/
429,Hoover,UK,washer,E13,A pressure switch or water-level sensor fault was detected.,pressure switch,sensor,degraded,aggregator_listing,Whitegoods Help — Hoover Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/hoover-washing-machine-error-codes/
430,Hoover,UK,washer,E14,A secondary pressure-switch reading is incorrect.,pressure switch,sensor,degraded,aggregator_listing,Whitegoods Help — Hoover Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/hoover-washing-machine-error-codes/
431,Hoover,UK,washer,E15,The motor is drawing excessive current.,drive motor,motor,stop_failure,aggregator_listing,Whitegoods Help — Hoover Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/hoover-washing-machine-error-codes/
432,Hoover,UK,washer,E16,An inverter or motor driver board fault was detected.,inverter board,motor,degraded,aggregator_listing,Whitegoods Help — Hoover Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/hoover-washing-machine-error-codes/
433,Hoover,UK,washer,E17,Overheating: the water temperature is too high.,NTC thermistor,temperature,stop_failure,aggregator_listing,Whitegoods Help — Hoover Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/hoover-washing-machine-error-codes/
434,Hoover,UK,washer,E18,A secondary temperature-sensor reading error was detected.,NTC thermistor,sensor,degraded,aggregator_listing,Whitegoods Help — Hoover Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/hoover-washing-machine-error-codes/
435,Hoover,UK,washer,E19,An internal data bus communication error was detected.,control board,communication,degraded,aggregator_listing,Whitegoods Help — Hoover Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/hoover-washing-machine-error-codes/
436,Hoover,UK,washer,E20,Overspeed: the drum is spinning faster than expected.,inverter board,motor,stop_failure,aggregator_listing,Whitegoods Help — Hoover Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/hoover-washing-machine-error-codes/
437,Hoover,UK,washer,E21,Incorrect current was detected in the motor circuit.,drive motor,motor,degraded,aggregator_listing,Whitegoods Help — Hoover Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/hoover-washing-machine-error-codes/
438,Hoover,UK,washer,E22,A motor driver fault variant was detected.,inverter board,motor,degraded,aggregator_listing,Whitegoods Help — Hoover Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/hoover-washing-machine-error-codes/
320,Hotpoint,UK,washer,F01,The electronic control board is not operating correctly.,control board,control_board,stop_failure,aggregator_listing,Whitegoods Help — Hotpoint Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/hotpoint-washing-machine-error-codes/
321,Hotpoint,UK,washer,F02,A motor circuit fault affecting drum rotation was detected.,drive motor,motor,stop_failure,aggregator_listing,Whitegoods Help — Hotpoint Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/hotpoint-washing-machine-error-codes/
322,Hotpoint,UK,washer,F03,The NTC temperature sensor is not reading correctly.,NTC thermistor,sensor,degraded,aggregator_listing,Whitegoods Help — Hotpoint Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/hotpoint-washing-machine-error-codes/
323,Hotpoint,UK,washer,F05,The machine is unable to drain its waste water.,drain pump,drainage,stop_failure,aggregator_listing,Whitegoods Help — Hotpoint Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/hotpoint-washing-machine-error-codes/
324,Hotpoint,UK,washer,F06,"The drum is not rotating, from a motor or brush fault.",motor brushes,motor,stop_failure,aggregator_listing,Whitegoods Help — Hotpoint Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/hotpoint-washing-machine-error-codes/
325,Hotpoint,UK,washer,F07,A pressure-switch or water-level fault was detected.,pressure switch,sensor,degraded,aggregator_listing,Whitegoods Help — Hotpoint Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/hotpoint-washing-machine-error-codes/
326,Hotpoint,UK,washer,F08,The heater relay cannot activate or is stuck; heater and pressure-switch connections are implicated.,heating relay,heating,stop_failure,aggregator_listing,Whitegoods Help — Hotpoint Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/hotpoint-washing-machine-error-codes/
327,Hotpoint,UK,washer,F09,An overheating or heating-relay fault was detected.,heating relay,heating,degraded,aggregator_listing,Whitegoods Help — Hotpoint Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/hotpoint-washing-machine-error-codes/
328,Hotpoint,UK,washer,F10,A cold-fill or motor-control fault was detected.,water inlet valve,water_supply,degraded,aggregator_listing,Whitegoods Help — Hotpoint Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/hotpoint-washing-machine-error-codes/
329,Hotpoint,UK,washer,F11,No hot fill on dual-inlet machines.,hot inlet valve,water_supply,degraded,aggregator_listing,Whitegoods Help — Hotpoint Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/hotpoint-washing-machine-error-codes/
330,Hotpoint,UK,washer,F12,No mixed fill on dual-inlet machines.,inlet valves,water_supply,degraded,aggregator_listing,Whitegoods Help — Hotpoint Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/hotpoint-washing-machine-error-codes/
331,Hotpoint,UK,washer,F13,A water-supply or inlet-valve fault was detected.,water inlet valve,water_supply,degraded,aggregator_listing,Whitegoods Help — Hotpoint Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/hotpoint-washing-machine-error-codes/
332,Hotpoint,UK,washer,F14,The pressure switch is jammed reading empty.,pressure switch,sensor,degraded,aggregator_listing,Whitegoods Help — Hotpoint Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/hotpoint-washing-machine-error-codes/
333,Hotpoint,UK,washer,F15,An electronic control board fault was detected on specific models.,control board,control_board,degraded,aggregator_listing,Whitegoods Help — Hotpoint Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/hotpoint-washing-machine-error-codes/
334,Hotpoint,UK,washer,F16,A door lock fault was detected on specific models.,door interlock,door_lock,degraded,aggregator_listing,Whitegoods Help — Hotpoint Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/hotpoint-washing-machine-error-codes/
335,Hotpoint,UK,washer,F17,A water-level fault was detected.,pressure switch,sensor,degraded,aggregator_listing,Whitegoods Help — Hotpoint Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/hotpoint-washing-machine-error-codes/
336,Hotpoint,UK,washer,F18,A drain pump fault was detected on specific models.,drain pump,drainage,stop_failure,aggregator_listing,Whitegoods Help — Hotpoint Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/hotpoint-washing-machine-error-codes/
337,Indesit,UK,washer,F01,The electronic control board is not operating correctly.,control board,control_board,stop_failure,aggregator_listing,Whitegoods Help — Indesit Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/indesit-washing-machine-error-codes/
338,Indesit,UK,washer,F02,A motor circuit fault affecting drum rotation was detected.,drive motor,motor,stop_failure,aggregator_listing,Whitegoods Help — Indesit Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/indesit-washing-machine-error-codes/
339,Indesit,UK,washer,F03,The NTC temperature sensor is not reading correctly.,NTC thermistor,sensor,degraded,aggregator_listing,Whitegoods Help — Indesit Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/indesit-washing-machine-error-codes/
340,Indesit,UK,washer,F04,The pressure switch registers no water or an incorrect level.,pressure switch,sensor,degraded,aggregator_listing,Whitegoods Help — Indesit Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/indesit-washing-machine-error-codes/
341,Indesit,UK,washer,F05,The machine is unable to drain its waste water.,drain pump,drainage,stop_failure,aggregator_listing,Whitegoods Help — Indesit Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/indesit-washing-machine-error-codes/
342,Indesit,UK,washer,F06,"The drum is not rotating, from a motor or brush fault.",motor brushes,motor,stop_failure,aggregator_listing,Whitegoods Help — Indesit Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/indesit-washing-machine-error-codes/
343,Indesit,UK,washer,F07,A tachogenerator or motor speed-sensor fault was detected.,tachogenerator,sensor,degraded,aggregator_listing,Whitegoods Help — Indesit Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/indesit-washing-machine-error-codes/
344,Indesit,UK,washer,F08,The heater relay cannot activate or is stuck; heater and pressure-switch connections are implicated.,heating relay,heating,stop_failure,aggregator_listing,Whitegoods Help — Indesit Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/indesit-washing-machine-error-codes/
345,Indesit,UK,washer,F09,An overheating or heating-relay fault was detected.,heating element,heating,degraded,aggregator_listing,Whitegoods Help — Indesit Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/indesit-washing-machine-error-codes/
346,Indesit,UK,washer,F10,"A fill or motor-control fault was detected, varying by model generation.",water inlet valve,water_supply,degraded,aggregator_listing,Whitegoods Help — Indesit Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/indesit-washing-machine-error-codes/
347,Indesit,UK,washer,F11,No hot fill on dual-inlet machines.,hot inlet valve,water_supply,degraded,aggregator_listing,Whitegoods Help — Indesit Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/indesit-washing-machine-error-codes/
348,Indesit,UK,washer,F12,No mixed fill on dual-inlet machines.,inlet valves,water_supply,degraded,aggregator_listing,Whitegoods Help — Indesit Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/indesit-washing-machine-error-codes/
349,Indesit,UK,washer,F13,A water-supply or inlet-valve fault was detected.,water inlet valve,water_supply,degraded,aggregator_listing,Whitegoods Help — Indesit Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/indesit-washing-machine-error-codes/
350,Indesit,UK,washer,F15,An electronic control board fault was detected on specific models.,control board,control_board,degraded,aggregator_listing,Whitegoods Help — Indesit Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/indesit-washing-machine-error-codes/
351,Indesit,UK,washer,F16,A door lock fault was detected on specific models.,door interlock,door_lock,degraded,aggregator_listing,Whitegoods Help — Indesit Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/indesit-washing-machine-error-codes/
352,Indesit,UK,washer,F17,The pressure switch is reading an abnormal water level.,pressure switch,sensor,degraded,aggregator_listing,Whitegoods Help — Indesit Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/indesit-washing-machine-error-codes/
353,Indesit,UK,washer,F18,A drain pump fault was detected on specific models.,drain pump,drainage,stop_failure,aggregator_listing,Whitegoods Help — Indesit Washing Machine Error Codes,https://www.whitegoodshelp.co.uk/indesit-washing-machine-error-codes/
48,LG,US,dishwasher,BE,Excess suds formed from the wrong detergent or an unlevel installation.,detergent system,suds,degraded,manufacturer_listing,LG USA Support — Dishwasher Error Code List,https://www.lg.com/us/support/help-library/lg-dishwasher-error-code-list--20150933422943
55,LG,US,dishwasher,CL,The child-lock or control-lock feature is engaged.,control panel,informational,informational,manufacturer_listing,LG USA Support — Dishwasher Error Code List,https://www.lg.com/us/support/help-library/lg-dishwasher-error-code-list--20150933422943
47,LG,US,dishwasher,E1,Overfill or leak protection was triggered by the flow switch.,flow switch,leak,stop_failure,manufacturer_listing,LG USA Support — Dishwasher Error Code List,https://www.lg.com/us/support/help-library/lg-dishwasher-error-code-list--20150933422943
50,LG,US,dishwasher,FE,The tub filled beyond the safe level and drained automatically.,water inlet valve,water_supply,stop_failure,manufacturer_listing,LG USA Support — Dishwasher Error Code List,https://www.lg.com/us/support/help-library/lg-dishwasher-error-code-list--20150933422943
51,LG,US,dishwasher,HE,A water-heating fault was detected.,heating element,heating,degraded,manufacturer_listing,LG USA Support — Dishwasher Error Code List,https://www.lg.com/us/support/help-library/lg-dishwasher-error-code-list--20150933422943
45,LG,US,dishwasher,IE,Insufficient water reached the tub within the fill window.,water inlet valve,water_supply,stop_failure,manufacturer_listing,LG USA Support — Dishwasher Error Code List,https://www.lg.com/us/support/help-library/lg-dishwasher-error-code-list--20150933422943
49,LG,US,dishwasher,LE,A drive-motor fault or wiring-harness problem was detected.,wash motor,motor,stop_failure,manufacturer_listing,LG USA Support — Dishwasher Error Code List,https://www.lg.com/us/support/help-library/lg-dishwasher-error-code-list--20150933422943
52,LG,US,dishwasher,NE,The vario motor that diverts water to the spray arms is faulty.,vario motor,motor,stop_failure,manufacturer_listing,LG USA Support — Dishwasher Error Code List,https://www.lg.com/us/support/help-library/lg-dishwasher-error-code-list--20150933422943
46,LG,US,dishwasher,OE,The tub did not empty properly during the drain phase.,drain pump,drainage,stop_failure,manufacturer_listing,LG USA Support — Dishwasher Error Code List,https://www.lg.com/us/support/help-library/lg-dishwasher-error-code-list--20150933422943
53,LG,US,dishwasher,PF,A power failure occurred during the cycle.,control board,power,informational,manufacturer_listing,LG USA Support — Dishwasher Error Code List,https://www.lg.com/us/support/help-library/lg-dishwasher-error-code-list--20150933422943
54,LG,US,dishwasher,TE,Water temperature exceeded the safe limit or the thermistor is faulty.,thermistor,temperature,degraded,manufacturer_listing,LG USA Support — Dishwasher Error Code List,https://www.lg.com/us/support/help-library/lg-dishwasher-error-code-list--20150933422943
16,LG,US,dryer,D80,Airflow through the exhaust duct is restricted by roughly eighty percent.,exhaust duct,ventilation,degraded,manufacturer_listing,LG USA Support — Dryer Error Code List,https://www.lg.com/us/support/help-library/lg-dryer-error-code-list--20152310891742
15,LG,US,dryer,D90,Airflow through the exhaust duct is restricted by roughly ninety percent.,exhaust duct,ventilation,degraded,manufacturer_listing,LG USA Support — Dryer Error Code List,https://www.lg.com/us/support/help-library/lg-dryer-error-code-list--20152310891742
19,LG,US,dryer,DE,The door is not fully closed or is obstructed.,door,door_lock,degraded,manufacturer_listing,LG USA Support — Dryer Error Code List,https://www.lg.com/us/support/help-library/lg-dryer-error-code-list--20152310891742
27,LG,US,dryer,E05,A water-supply problem affected the steam cycle.,water inlet valve,water_supply,degraded,manufacturer_listing,LG USA Support — Dryer Error Code List,https://www.lg.com/us/support/help-library/lg-dryer-error-code-list--20152310891742
20,LG,US,dryer,E13,"The drain hose is kinked or clogged, or sump water has frozen on condensing models.",drain hose,drainage,stop_failure,manufacturer_listing,LG USA Support — Dryer Error Code List,https://www.lg.com/us/support/help-library/lg-dryer-error-code-list--20152310891742
28,LG,US,dryer,E21,Tub drainage took too long on condensing or steam models.,drain pump,drainage,stop_failure,manufacturer_listing,LG USA Support — Dryer Error Code List,https://www.lg.com/us/support/help-library/lg-dryer-error-code-list--20152310891742
21,LG,US,dryer,F0,The lint filter is missing or not seated correctly.,lint filter housing,ventilation,degraded,manufacturer_listing,LG USA Support — Dryer Error Code List,https://www.lg.com/us/support/help-library/lg-dryer-error-code-list--20152310891742
26,LG,US,dryer,GAS,No gas supply is reaching the burner on gas models.,gas valve,gas,stop_failure,manufacturer_listing,LG USA Support — Dryer Error Code List,https://www.lg.com/us/support/help-library/lg-dryer-error-code-list--20152310891742
22,LG,US,dryer,HS,"The moisture (humidity) sensor is faulty, extending drying time.",humidity sensor,sensor,degraded,manufacturer_listing,LG USA Support — Dryer Error Code List,https://www.lg.com/us/support/help-library/lg-dryer-error-code-list--20152310891742
17,LG,US,dryer,NP,"No current is being sensed at the heater, usually a home wiring or supply issue.",heater circuit,power,stop_failure,manufacturer_listing,LG USA Support — Dryer Error Code List,https://www.lg.com/us/support/help-library/lg-dryer-error-code-list--20152310891742
23,LG,US,dryer,PF,Power to the dryer was interrupted and a reset is required.,control board,power,informational,manufacturer_listing,LG USA Support — Dryer Error Code List,https://www.lg.com/us/support/help-library/lg-dryer-error-code-list--20152310891742
18,LG,US,dryer,PS,"Improper voltage at the power cord, typically from reversed terminal wiring.",power cord and terminal block,power,stop_failure,manufacturer_listing,LG USA Support — Dryer Error Code List,https://www.lg.com/us/support/help-library/lg-dryer-error-code-list--20152310891742
24,LG,US,dryer,TE1,The primary temperature thermistor is reporting a fault.,thermistor,temperature,degraded,manufacturer_listing,LG USA Support — Dryer Error Code List,https://www.lg.com/us/support/help-library/lg-dryer-error-code-list--20152310891742
25,LG,US,dryer,TE3,A secondary temperature thermistor is reporting a fault.,thermistor,temperature,degraded,manufacturer_listing,LG USA Support — Dryer Error Code List,https://www.lg.com/us/support/help-library/lg-dryer-error-code-list--20152310891742
202,LG,US,oven_range,5B,Sabbath mode is active.,control system,informational,informational,manufacturer_listing,LG USA Support — Range Error Codes List,https://www.lg.com/us/support/help-library/lg-range-error-codes-list--20150154166283
203,LG,US,oven_range,F1,The upper oven thermistor is reporting a fault.,oven thermistor,sensor,degraded,manufacturer_listing,LG USA Support — Range Error Codes List,https://www.lg.com/us/support/help-library/lg-range-error-codes-list--20150154166283
211,LG,US,oven_range,F10,The upper oven door locking system failed.,door lock,door_lock,stop_failure,manufacturer_listing,LG USA Support — Range Error Codes List,https://www.lg.com/us/support/help-library/lg-range-error-codes-list--20150154166283
212,LG,US,oven_range,F16,An oven sensor fault was detected.,oven sensor,sensor,degraded,manufacturer_listing,LG USA Support — Range Error Codes List,https://www.lg.com/us/support/help-library/lg-range-error-codes-list--20150154166283
204,LG,US,oven_range,F2,The upper oven thermistor is reporting a fault.,oven thermistor,sensor,degraded,manufacturer_listing,LG USA Support — Range Error Codes List,https://www.lg.com/us/support/help-library/lg-range-error-codes-list--20150154166283
205,LG,US,oven_range,F3,A touch pad sensor key error was detected.,touch pad,control_board,degraded,manufacturer_listing,LG USA Support — Range Error Codes List,https://www.lg.com/us/support/help-library/lg-range-error-codes-list--20150154166283
213,LG,US,oven_range,F33,The front induction burner temperature sensor is faulty.,induction sensor,sensor,degraded,manufacturer_listing,LG USA Support — Range Error Codes List,https://www.lg.com/us/support/help-library/lg-range-error-codes-list--20150154166283
206,LG,US,oven_range,F4,The lower oven thermistor is reporting a fault.,oven thermistor,sensor,degraded,manufacturer_listing,LG USA Support — Range Error Codes List,https://www.lg.com/us/support/help-library/lg-range-error-codes-list--20150154166283
214,LG,US,oven_range,F42,A voltage error was detected.,power supply,power,degraded,manufacturer_listing,LG USA Support — Range Error Codes List,https://www.lg.com/us/support/help-library/lg-range-error-codes-list--20150154166283
215,LG,US,oven_range,F51,The griddle sensor is reporting a fault.,griddle sensor,sensor,degraded,manufacturer_listing,LG USA Support — Range Error Codes List,https://www.lg.com/us/support/help-library/lg-range-error-codes-list--20150154166283
216,LG,US,oven_range,F56,A griddle heating error was detected.,griddle element,heating,degraded,manufacturer_listing,LG USA Support — Range Error Codes List,https://www.lg.com/us/support/help-library/lg-range-error-codes-list--20150154166283
207,LG,US,oven_range,F6,An upper oven heating error was detected.,heating element,heating,stop_failure,manufacturer_listing,LG USA Support — Range Error Codes List,https://www.lg.com/us/support/help-library/lg-range-error-codes-list--20150154166283
217,LG,US,oven_range,F69,The sous vide function is not heating properly.,sous vide element,heating,degraded,manufacturer_listing,LG USA Support — Range Error Codes List,https://www.lg.com/us/support/help-library/lg-range-error-codes-list--20150154166283
208,LG,US,oven_range,F7,The upper convection fan is reporting a fault.,convection fan,fan,degraded,manufacturer_listing,LG USA Support — Range Error Codes List,https://www.lg.com/us/support/help-library/lg-range-error-codes-list--20150154166283
209,LG,US,oven_range,F8,The oven meat probe is reporting a fault.,meat probe,sensor,degraded,manufacturer_listing,LG USA Support — Range Error Codes List,https://www.lg.com/us/support/help-library/lg-range-error-codes-list--20150154166283
210,LG,US,oven_range,F9,The upper oven is not heating properly.,heating system,heating,stop_failure,manufacturer_listing,LG USA Support — Range Error Codes List,https://www.lg.com/us/support/help-library/lg-range-error-codes-list--20150154166283
200,LG,US,oven_range,H5,The cooktop surface temperature is above 150 degrees Fahrenheit.,cooktop temperature sensor,temperature,informational,manufacturer_listing,LG USA Support — Range Error Codes List,https://www.lg.com/us/support/help-library/lg-range-error-codes-list--20150154166283
201,LG,US,oven_range,PF,Power to the range was interrupted.,control board,power,informational,manufacturer_listing,LG USA Support — Range Error Codes List,https://www.lg.com/us/support/help-library/lg-range-error-codes-list--20150154166283
32,LG,US,refrigerator,22,A fault was detected in the compressor relay.,compressor relay,compressor,stop_failure,manufacturer_listing,LG USA Support — Refrigerator Error Code List,https://www.lg.com/us/support/help-library/lg-refrigerator-error-code-list--1441392048805
33,LG,US,refrigerator,67,A door is ajar or an object is preventing it from closing.,door seal,door_lock,degraded,manufacturer_listing,LG USA Support — Refrigerator Error Code List,https://www.lg.com/us/support/help-library/lg-refrigerator-error-code-list--1441392048805
31,LG,US,refrigerator,CF,The condenser discharge-fan feedback signal fell below its threshold.,condenser fan,fan,degraded,manufacturer_listing,LG USA Support — Refrigerator Error Code List,https://www.lg.com/us/support/help-library/lg-refrigerator-error-code-list--1441392048805
29,LG,US,refrigerator,CHE,A high-side refrigerant leak or restriction was detected.,condenser and refrigerant line,refrigerant,stop_failure,manufacturer_listing,LG USA Support — Refrigerator Error Code List,https://www.lg.com/us/support/help-library/lg-refrigerator-error-code-list--1441392048805
30,LG,US,refrigerator,CLE,A low-side refrigerant leak was detected.,evaporator and refrigerant line,refrigerant,stop_failure,manufacturer_listing,LG USA Support — Refrigerator Error Code List,https://www.lg.com/us/support/help-library/lg-refrigerator-error-code-list--1441392048805
34,LG,US,refrigerator,CO,A communication fault occurred between the main board and the display.,control board,communication,degraded,manufacturer_listing,LG USA Support — Refrigerator Error Code List,https://www.lg.com/us/support/help-library/lg-refrigerator-error-code-list--1441392048805
35,LG,US,refrigerator,DH,A defrost cycle ran beyond one hour without completing.,defrost heater,defrost,degraded,manufacturer_listing,LG USA Support — Refrigerator Error Code List,https://www.lg.com/us/support/help-library/lg-refrigerator-error-code-list--1441392048805
36,LG,US,refrigerator,DS,The defrost sensor is open or shorted.,defrost sensor,sensor,degraded,manufacturer_listing,LG USA Support — Refrigerator Error Code List,https://www.lg.com/us/support/help-library/lg-refrigerator-error-code-list--1441392048805
37,LG,US,refrigerator,FF,"The freezer fan is faulty, often from frost buildup.",freezer fan,fan,degraded,manufacturer_listing,LG USA Support — Refrigerator Error Code List,https://www.lg.com/us/support/help-library/lg-refrigerator-error-code-list--1441392048805
38,LG,US,refrigerator,FS,The freezer temperature sensor is open or shorted.,freezer sensor,sensor,degraded,manufacturer_listing,LG USA Support — Refrigerator Error Code List,https://www.lg.com/us/support/help-library/lg-refrigerator-error-code-list--1441392048805
