procedure_id,code_id,brand,market,appliance_type,code,rank,rank_basis,title,steps,diy_difficulty,est_labor_minutes,parts_cost_min,parts_cost_max,cost_currency,cost_year,source_type,source_url
161,200,LG,US,oven_range,H5,1,manufacturer_first,Let the cooktop cool and reset,"Press Power on/off; if the code persists, switch the breaker off for thirty seconds and back on.",easy,,,,USD,,manufacturer_listing,https://www.lg.com/us/support/help-library/lg-range-error-codes-list--20150154166283
162,201,LG,US,oven_range,PF,1,manufacturer_first,Clear the power-failure code,"Press Clear/Off; if the code persists, cycle the circuit breaker (off thirty seconds, then on).",easy,,,,USD,,manufacturer_listing,https://www.lg.com/us/support/help-library/lg-range-error-codes-list--20150154166283
36,32,LG,US,refrigerator,22,1,manufacturer_first,Request professional service,LG publishes no user troubleshooting for the compressor relay fault; request repair service.,professional_only,,,,USD,,manufacturer_listing,https://www.lg.com/us/support/help-library/lg-refrigerator-error-code-list--1441392048805
37,33,LG,US,refrigerator,67,1,manufacturer_first,Request professional service,LG publishes no user troubleshooting for this door fault; clear obstructions and request repair service.,professional_only,,,,USD,,manufacturer_listing,https://www.lg.com/us/support/help-library/lg-refrigerator-error-code-list--1441392048805
35,31,LG,US,refrigerator,CF,1,manufacturer_first,Request professional service,LG publishes no user troubleshooting for this fan-feedback fault; request repair service.,professional_only,,,,USD,,manufacturer_listing,https://www.lg.com/us/support/help-library/lg-refrigerator-error-code-list--1441392048805
33,29,LG,US,refrigerator,CHE,1,manufacturer_first,Request professional service,LG publishes no user troubleshooting for this refrigerant fault; request repair service.,professional_only,,,,USD,,manufacturer_listing,https://www.lg.com/us/support/help-library/lg-refrigerator-error-code-list--1441392048805
34,30,LG,US,refrigerator,CLE,1,manufacturer_first,Request professional service,LG publishes no user troubleshooting for this refrigerant fault; request repair service.,professional_only,,,,USD,,manufacturer_listing,https://www.lg.com/us/support/help-library/lg-refrigerator-error-code-list--1441392048805
38,34,LG,US,refrigerator,CO,1,manufacturer_first,Request professional service,LG publishes no user troubleshooting for this board communication fault; request repair service.,professional_only,,,,USD,,manufacturer_listing,https://www.lg.com/us/support/help-library/lg-refrigerator-error-code-list--1441392048805
39,35,LG,US,refrigerator,DH,1,manufacturer_first,Reset and re-run defrost,"Unplug the unit for two minutes to reset, let the defrost cycle run again, and request service if the error returns.",easy,,,,USD,,manufacturer_listing,https://www.lg.com/us/support/help-library/lg-refrigerator-error-code-list--1441392048805
40,36,LG,US,refrigerator,DS,1,manufacturer_first,Request professional service,LG publishes no user troubleshooting for the defrost sensor fault; request repair service.,professional_only,,,,USD,,manufacturer_listing,https://www.lg.com/us/support/help-library/lg-refrigerator-error-code-list--1441392048805
41,37,LG,US,refrigerator,FF,1,manufacturer_first,Manually defrost the freezer,"Unplug, remove food, and leave the doors open for at least eight hours; dry the interior, restart, and allow 24-48 hours to stabilize. Keep vents clear and doors aligned.",moderate,,,,USD,,manufacturer_listing,https://www.lg.com/us/support/help-library/lg-refrigerator-error-code-list--1441392048805
42,37,LG,US,refrigerator,FF,2,cost_ascending,Replace the evaporator fan motor,"If the fan error returns after a full manual defrost, disconnect power and replace the evaporator fan motor.",advanced,,86.63,86.63,USD,2026.0,manufacturer_listing,https://www.lg.com/us/support/help-library/lg-refrigerator-error-code-list--1441392048805
43,38,LG,US,refrigerator,FS,1,manufacturer_first,Request professional service,LG publishes no user troubleshooting for the freezer sensor fault; request repair service.,professional_only,,,,USD,,manufacturer_listing,https://www.lg.com/us/support/help-library/lg-refrigerator-error-code-list--1441392048805
44,39,LG,US,refrigerator,GF,1,manufacturer_first,Check flow and pressure,"If the ice maker overfills the flow sensor may have failed; if household water pressure is low, raise it. Otherwise request service.",moderate,,,,USD,,manufacturer_listing,https://www.lg.com/us/support/help-library/lg-refrigerator-error-code-list--1441392048805
48,43,LG,US,refrigerator,HS,1,manufacturer_first,Request professional service,LG publishes no user troubleshooting for the humidity sensor fault; request repair service.,professional_only,,,,USD,,manufacturer_listing,https://www.lg.com/us/support/help-library/lg-refrigerator-error-code-list--1441392048805
49,44,LG,US,refrigerator,IF,1,manufacturer_first,Defrost and check the door,"Perform a manual defrost, inspect the door gasket for tears, and verify door alignment and leveling; request service if persistent.",moderate,,,,USD,,manufacturer_listing,https://www.lg.com/us/support/help-library/lg-refrigerator-error-code-list--1441392048805
45,40,LG,US,refrigerator,RF,1,manufacturer_first,Manually defrost,"Perform a full manual defrost (doors open eight or more hours), confirm vents are clear and doors close properly, then request service if the fan error returns.",moderate,,,,USD,,manufacturer_listing,https://www.lg.com/us/support/help-library/lg-refrigerator-error-code-list--1441392048805
46,41,LG,US,refrigerator,RS,1,manufacturer_first,Request professional service,LG publishes no user troubleshooting for the refrigerator sensor fault; request repair service.,professional_only,,,,USD,,manufacturer_listing,https://www.lg.com/us/support/help-library/lg-refrigerator-error-code-list--1441392048805
47,42,LG,US,refrigerator,RT,1,manufacturer_first,Request professional service,LG publishes no user troubleshooting for the room-temperature sensor fault; request repair service.,professional_only,,,,USD,,manufacturer_listing,https://www.lg.com/us/support/help-library/lg-refrigerator-error-code-list--1441392048805
9,6,LG,US,washer,CE,1,manufacturer_first,Power-cycle the washer,"Unplug for ten seconds, restore power, and attempt a cycle.",easy,,,,USD,,manufacturer_listing,https://www.lg.com/us/support/help-library/lg-washer-error-code-list--20150140270078
7,5,LG,US,washer,DE,1,manufacturer_first,Reset the door lock,"Unplug the washer, hold Start/Pause for five seconds while unpowered, restore power, close the door firmly, and restart.",moderate,,,,USD,,manufacturer_listing,https://www.lg.com/us/support/help-library/lg-washer-error-code-list--20150140270078
8,5,LG,US,washer,DE,2,cost_ascending,Replace the door lock assembly,"If the door still will not lock after the reset, disconnect power and replace the door lock and switch assembly.",advanced,,63.11,78.18,USD,2026.0,manufacturer_listing,https://www.lg.com/us/support/help-library/lg-washer-error-code-list--20150140270078
16,13,LG,US,washer,DL,1,manufacturer_first,Clear the door and reset,"Remove anything caught in the door, unplug for ten seconds, restore power, and retry the cycle.",easy,,,,USD,,manufacturer_listing,https://www.lg.com/us/support/help-library/lg-washer-error-code-list--20150140270078
15,12,LG,US,washer,E6,1,manufacturer_first,Remove the obstruction,"Empty the tub and check between the drum and pulsator for coins or foreign objects, removing any with pliers.",moderate,,,,USD,,manufacturer_listing,https://www.lg.com/us/support/help-library/lg-washer-error-code-list--20150140270078
11,8,LG,US,washer,FE,1,manufacturer_first,Drain the overfill,"Close both water taps, power on, select the no-spin option, press Start/Pause to drain, then restart.",moderate,,,,USD,,manufacturer_listing,https://www.lg.com/us/support/help-library/lg-washer-error-code-list--20150140270078
1,1,LG,US,washer,IE,1,manufacturer_first,Restore adequate water flow,"Open the water tap fully, straighten any kink in the fill hose, and clean the inlet screen filter if it is clogged; confirm household water pressure is adequate.",easy,,,,USD,,manufacturer_listing,https://www.lg.com/us/support/help-library/lg-washer-error-code-list--20150140270078
2,1,LG,US,washer,IE,2,cost_ascending,Replace the water inlet valve,"If supply, hoses, and filter check out and the fill error returns, disconnect power and water and replace the cold water inlet valve.",advanced,,28.99,139.65,USD,2026.0,manufacturer_listing,https://www.lg.com/us/support/help-library/lg-washer-error-code-list--20150140270078
6,4,LG,US,washer,LE,1,manufacturer_first,Let the motor cool,"Leave the washer off for about thirty minutes so the drive motor can cool, then restart the cycle.",easy,,,,USD,,manufacturer_listing,https://www.lg.com/us/support/help-library/lg-washer-error-code-list--20150140270078
3,2,LG,US,washer,OE,1,manufacturer_first,Clear the drain path,"Straighten the drain hose and clear any blockage, then remove and clean the drain filter.",easy,,,,USD,,manufacturer_listing,https://www.lg.com/us/support/help-library/lg-washer-error-code-list--20150140270078
4,2,LG,US,washer,OE,2,cost_ascending,Replace the drain pump,"If the hose and filter are clear and the code returns, disconnect power and water, open the access panel, and replace the drain pump and motor assembly.",moderate,,48.6,53.95,USD,2026.0,manufacturer_listing,https://www.lg.com/us/support/help-library/lg-washer-error-code-list--20150140270078
12,9,LG,US,washer,PE,1,manufacturer_first,Power-cycle the washer,"Unplug the washer for ten seconds, restore power, and restart the cycle.",easy,,,,USD,,manufacturer_listing,https://www.lg.com/us/support/help-library/lg-washer-error-code-list--20150140270078
13,10,LG,US,washer,PF,1,manufacturer_first,Reset after power loss,"Unplug or trip the breaker, hold Start/Pause for five seconds while unpowered, restore power, and run a cycle.",easy,,,,USD,,manufacturer_listing,https://www.lg.com/us/support/help-library/lg-washer-error-code-list--20150140270078
10,7,LG,US,washer,SUD,1,manufacturer_first,Reduce detergent,Use no more than the recommended amount of detergent and reduce it until the sudsing stops.,easy,,,,USD,,manufacturer_listing,https://www.lg.com/us/support/help-library/lg-washer-error-code-list--20150140270078
17,14,LG,US,washer,TCL,1,manufacturer_first,Run the tub-clean cycle,"Empty the tub, add washing-machine cleaner powder, select the Tub Clean cycle, and start it.",easy,,,,USD,,manufacturer_listing,https://www.lg.com/us/support/help-library/lg-washer-error-code-list--20150140270078
14,11,LG,US,washer,TE,1,manufacturer_first,Power-cycle and drain,"Unplug for ten seconds, restore power, select a no-spin drain, then restart the cycle.",easy,,,,USD,,manufacturer_listing,https://www.lg.com/us/support/help-library/lg-washer-error-code-list--20150140270078
5,3,LG,US,washer,UE,1,manufacturer_first,Rebalance the load,"Redistribute the laundry evenly around the drum, adding a few similar items for very small loads, then restart the cycle.",easy,,,,USD,,manufacturer_listing,https://www.lg.com/us/support/help-library/lg-washer-error-code-list--20150140270078
134,146,Maytag,US,washer,DET,1,manufacturer_first,Reseat the detergent cartridge,Insert the dispenser cartridge correctly and close the drawer fully.,easy,,,,USD,,manufacturer_listing,https://producthelp.maytag.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Front_Load_Washers
144,155,Maytag,US,washer,DRN,1,manufacturer_first,Review the installation,Slow draining is often an installation issue; verify the drain setup and schedule service if it persists.,moderate,,,,USD,,manufacturer_listing,https://producthelp.maytag.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Top_Load_HE_Washers
138,150,Maytag,US,washer,F5E2,1,manufacturer_first,Clear the door and reset,"Remove anything blocking the door so it closes fully, then press Pause/Cancel twice and Power once to clear.",easy,,,,USD,,manufacturer_listing,https://producthelp.maytag.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Front_Load_Washers
139,150,Maytag,US,washer,F5E2,2,cost_ascending,Replace the door latch,"If nothing blocks the door and the lock error returns after clearing, disconnect power and replace the door latch assembly.",advanced,,38.87,104.36,USD,2026.0,manufacturer_listing,https://producthelp.maytag.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Front_Load_Washers
140,151,Maytag,US,washer,F7E1,1,manufacturer_first,Check bolts and load,"Confirm all shipping bolts were removed and the drum is not overloaded, then clear the code with Pause/Cancel twice and Power once.",moderate,,,,USD,,manufacturer_listing,https://producthelp.maytag.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Front_Load_Washers
141,152,Maytag,US,washer,F8E1,1,manufacturer_first,Open the water supply,"Turn the household supply on, open both faucets fully, straighten kinked inlet hoses, and remove any anti-flood devices.",easy,,,,USD,,manufacturer_listing,https://producthelp.maytag.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Front_Load_Washers
142,153,Maytag,US,washer,F8E2,1,manufacturer_first,Clean the dispenser,Check the detergent drawer or cartridge for clogged detergent and clean it out.,easy,,,,USD,,manufacturer_listing,https://producthelp.maytag.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Front_Load_Washers
143,154,Maytag,US,washer,F9E1,1,manufacturer_first,Clear the drain path,"Straighten or unclog the drain hose, fit the U-shaped form, verify standpipe height, and use HE detergent.",moderate,,,,USD,,manufacturer_listing,https://producthelp.maytag.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Front_Load_Washers
145,156,Maytag,US,washer,HC,1,manufacturer_first,Swap the hoses,"Turn off the water supply, reverse the hot and cold inlet hoses, and run a cycle to confirm.",easy,,,,USD,,manufacturer_listing,https://producthelp.maytag.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Top_Load_HE_Washers
135,147,Maytag,US,washer,INT,1,manufacturer_first,Clear the interrupted cycle,"Press Pause/Cancel twice and Power once; if the code stays, disconnect power for five minutes.",easy,,,,USD,,manufacturer_listing,https://producthelp.maytag.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Front_Load_Washers
146,157,Maytag,US,washer,LDL,1,manufacturer_first,Clear the lid lock,Remove items from under the lid and clean detergent buildup around the lid-lock mechanism.,easy,,,,USD,,manufacturer_listing,https://producthelp.maytag.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Top_Load_HE_Washers
147,158,Maytag,US,washer,LDU,1,manufacturer_first,Clear the washer top,Remove objects such as a laundry basket from the top of the washer so the lid can unlock.,easy,,,,USD,,manufacturer_listing,https://producthelp.maytag.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Top_Load_HE_Washers
148,159,Maytag,US,washer,LID,1,manufacturer_first,Close the lid,"Close the lid to clear the display; if the tub drained, restart the cycle without adding more detergent.",easy,,,,USD,,manufacturer_listing,https://producthelp.maytag.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Top_Load_HE_Washers
133,145,Maytag,US,washer,LOC,1,manufacturer_first,Release the control lock,Press the Control Lock button; on older models the owner's manual identifies which button toggles the lock.,easy,,,,USD,,manufacturer_listing,https://producthelp.maytag.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Front_Load_Washers
149,160,Maytag,US,washer,OFB,1,manufacturer_first,Rebalance the load,"Redistribute items loosely and evenly around the washplate, close the lid, and press Start/Pause.",easy,,,,USD,,manufacturer_listing,https://producthelp.maytag.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Top_Load_HE_Washers
150,161,Maytag,US,washer,OL,1,manufacturer_first,Lighten the load,"Remove several items, add HE detergent, close the lid, and press Start/Pause.",easy,,,,USD,,manufacturer_listing,https://producthelp.maytag.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Top_Load_HE_Washers
151,162,Maytag,US,washer,PF,1,manufacturer_first,Restart after the outage,"Touch and hold Start to resume the cycle, or press Power to clear the display.",easy,,,,USD,,manufacturer_listing,https://producthelp.maytag.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Top_Load_HE_Washers
136,148,Maytag,US,washer,RL,1,manufacturer_first,Empty the drum,Remove all items from the drum and restart the Clean Washer cycle.,easy,,,,USD,,manufacturer_listing,https://producthelp.maytag.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Front_Load_Washers
137,149,Maytag,US,washer,SUD,1,manufacturer_first,Cut the suds,"Switch to HE detergent, avoid no-splash chlorine bleach, and confirm the drain hose is not kinked or clogged.",easy,,,,USD,,manufacturer_listing,https://producthelp.maytag.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Error_Codes_in_Front_Load_Washers
260,369,Miele,UK,washer,F10,1,cost_ascending,Restore the water intake,"Open the tap fully, confirm flow of at least five litres in fifteen seconds, straighten the inlet hose, and rinse the plastic inlet filter clean.",easy,,,,USD,,aggregator_listing,https://www.domex-uk.co.uk/help-advice/miele-washing-machine-fault-codes/
261,369,Miele,UK,washer,F10,2,cost_ascending,Replace the inlet valve,"If supply and filter check out, have the inlet valve solenoids tested and the valve assembly replaced if defective.",professional_only,,,,USD,,aggregator_listing,https://www.domex-uk.co.uk/help-advice/miele-washing-machine-fault-codes/
262,370,Miele,UK,washer,F11,1,cost_ascending,Clean the drain filter,"Unplug the machine, open the lower access panel with a tray ready for water, unscrew the drain filter, clear lint and debris, and refit it securely.",easy,,,,USD,,aggregator_listing,https://www.domex-uk.co.uk/help-advice/miele-washing-machine-fault-codes/
263,370,Miele,UK,washer,F11,2,cost_ascending,Clear the drain hose,"Remove kinks and loops from the drain hose, keep its end no higher than about one metre from the floor, and flush the hose through if blocked.",moderate,,,,USD,,aggregator_listing,https://www.domex-uk.co.uk/help-advice/miele-washing-machine-fault-codes/
264,370,Miele,UK,washer,F11,3,cost_ascending,Service the drain pump,"If drainage still fails, have the pump impeller checked for debris or damage, the pump tested electrically, and the assembly replaced if defective.",professional_only,,,,USD,,aggregator_listing,https://www.domex-uk.co.uk/help-advice/miele-washing-machine-fault-codes/
265,374,Miele,UK,washer,F20,1,cost_ascending,Reset and retry,"Disconnect from the mains for at least two minutes, reconnect, and rerun the programme.",easy,,,,USD,,aggregator_listing,https://www.domex-uk.co.uk/help-advice/miele-washing-machine-fault-codes/
266,374,Miele,UK,washer,F20,2,cost_ascending,Service the heating circuit,"If heating still fails, have the element, NTC sensors, and Thermostop control checked and any faulty component replaced.",professional_only,,,,USD,,aggregator_listing,https://www.domex-uk.co.uk/help-advice/miele-washing-machine-fault-codes/
267,376,Miele,UK,washer,F34,1,cost_ascending,Clear the door and reset,"Power off for two minutes, remove anything blocking the latch, close the door fully, and retry with a lighter load.",easy,,,,USD,,aggregator_listing,https://www.domex-uk.co.uk/help-advice/miele-washing-machine-fault-codes/
268,376,Miele,UK,washer,F34,2,cost_ascending,Service the door lock,"If the door still fails to lock, have the lock switch, latch, and wiring harness inspected and the door lock assembly replaced if damaged.",professional_only,,,,USD,,aggregator_listing,https://www.domex-uk.co.uk/help-advice/miele-washing-machine-fault-codes/
269,384,Miele,UK,washer,F53,1,cost_ascending,Reset the electronics,"Unplug for five to ten minutes to reset the controls, then run a short empty cycle.",easy,,,,USD,,aggregator_listing,https://www.domex-uk.co.uk/help-advice/miele-washing-machine-fault-codes/
270,384,Miele,UK,washer,F53,2,cost_ascending,Service the tachogenerator and brushes,"If the speed fault returns, have the tachogenerator readings checked against service specs, worn carbon brushes replaced in pairs, and the motor-to-board wiring verified.",professional_only,,,,USD,,aggregator_listing,https://www.domex-uk.co.uk/help-advice/miele-washing-machine-fault-codes/
101,101,Samsung,US,dishwasher,3C,1,manufacturer_first,Reset then service,"Turn the dishwasher off and start the cycle again; if the pump fault persists, contact support for service.",moderate,,,,USD,,manufacturer_listing,https://www.samsung.com/us/support/troubleshoot/TSG10004499/
102,103,Samsung,US,dishwasher,4C,1,manufacturer_first,Restore the water supply,Confirm the supply valve is open and the inlet hose is unkinked with adequate pressure and temperature.,easy,,,,USD,,manufacturer_listing,https://www.samsung.com/us/support/troubleshoot/TSG10004499/
103,104,Samsung,US,dishwasher,5C,1,manufacturer_first,Clear the drain,"Clear the filter and drain hose of any blockage, then restart the cycle.",easy,,,,USD,,manufacturer_listing,https://www.samsung.com/us/support/troubleshoot/TSG10004499/
104,104,Samsung,US,dishwasher,5C,2,cost_ascending,Replace the drain pump,"If the filter and hose are clear and the drain error returns, disconnect power and water and replace the drain pump assembly.",advanced,,217.95,217.95,USD,2026.0,manufacturer_listing,https://www.samsung.com/us/support/troubleshoot/TSG10004499/
105,106,Samsung,US,dishwasher,9E,1,manufacturer_first,Rerun and reset,"Empty the unit, add detergent, and run a normal cycle; if it continues, power off at the breaker and request service.",moderate,,,,USD,,manufacturer_listing,https://www.samsung.com/us/support/troubleshoot/TSG10004499/
106,107,Samsung,US,dishwasher,BE,1,manufacturer_first,Free the stuck button,"Turn the dishwasher off and press each panel button once; if a button stays stuck or the error returns, contact support.",easy,,,,USD,,manufacturer_listing,https://www.samsung.com/us/support/troubleshoot/TSG10004499/
107,109,Samsung,US,dishwasher,HC,1,manufacturer_first,Reset at the breaker,"Switch power off for thirty seconds at the breaker and back on, empty the unit, add detergent, and run a Normal cycle.",moderate,,,,USD,,manufacturer_listing,https://www.samsung.com/us/support/troubleshoot/TSG10004499/
108,110,Samsung,US,dishwasher,HE,1,manufacturer_first,Rerun and reset,"Empty the unit, add detergent and run a normal cycle; if it persists, power off at the breaker and contact support.",moderate,,,,USD,,manufacturer_listing,https://www.samsung.com/us/support/troubleshoot/TSG10004499/
109,111,Samsung,US,dishwasher,LC,1,manufacturer_first,Investigate the leak,The unit will keep draining until dry; check for a blocked Waterwall reflector on those models and inspect for leaks before restarting.,moderate,,,,USD,,manufacturer_listing,https://www.samsung.com/us/support/troubleshoot/TSG10004499/
84,83,Samsung,US,dryer,3C,1,manufacturer_first,Reset then service,"Power off for two to three minutes and restart; if the motor error returns, request service.",moderate,,,,USD,,manufacturer_listing,https://www.samsung.com/us/support/troubleshoot/TSG10001006/
72,72,Samsung,US,dryer,9C1,1,manufacturer_first,Fix the power supply,Run the dryer on its own circuit without an extension cord and confirm correct cord installation and voltage; contact support if it persists.,moderate,,,,USD,,manufacturer_listing,https://www.samsung.com/us/support/troubleshoot/TSG10001006/
78,77,Samsung,US,dryer,AC,1,manufacturer_first,Power-cycle the dryer,Shut the dryer off for sixty seconds and turn it back on; contact support if the communication error remains.,easy,,,,USD,,manufacturer_listing,https://www.samsung.com/us/support/troubleshoot/TSG10001006/
73,73,Samsung,US,dryer,BE,1,manufacturer_first,Free the stuck button,"Power off and individually touch and release every button on the panel, working across each button's edges.",easy,,,,USD,,manufacturer_listing,https://www.samsung.com/us/support/troubleshoot/TSG10001006/
81,80,Samsung,US,dryer,C80,1,manufacturer_first,Clean filter and vent,"Clean the lint filter and the exhaust vent, then rerun the cycle.",easy,,,,USD,,manufacturer_listing,https://www.samsung.com/us/support/troubleshoot/TSG10001006/
82,81,Samsung,US,dryer,C90,1,manufacturer_first,Clean filter and vent,Clean the lint filter and the exhaust vent thoroughly — the vent is more than ninety percent blocked — then rerun the cycle.,moderate,,,,USD,,manufacturer_listing,https://www.samsung.com/us/support/troubleshoot/TSG10001006/
80,79,Samsung,US,dryer,CLG,1,manufacturer_first,Clean filter and vent,"Clean the lint filter and the exhaust vent, then rerun the cycle.",easy,,,,USD,,manufacturer_listing,https://www.samsung.com/us/support/troubleshoot/TSG10001006/
83,82,Samsung,US,dryer,CT,1,manufacturer_first,Let the dryer acclimate,Wait about an hour with the dryer at room temperature before restarting.,easy,,,,USD,,manufacturer_listing,https://www.samsung.com/us/support/troubleshoot/TSG10001006/
74,74,Samsung,US,dryer,DC,1,manufacturer_first,Secure the door,"Check the latch is intact, remove anything caught in the door, and close it until it latches fully.",easy,,,,USD,,manufacturer_listing,https://www.samsung.com/us/support/troubleshoot/TSG10001006/
79,78,Samsung,US,dryer,FC,1,manufacturer_first,Restart the cycle,"Restart the cycle; if the frequency error remains, contact support.",easy,,,,USD,,manufacturer_listing,https://www.samsung.com/us/support/troubleshoot/TSG10001006/
76,76,Samsung,US,dryer,HC,1,manufacturer_first,Clean lint and check voltage,Clean the lint screen and vent system; on electric models have an electrician confirm the supply voltage if overheating persists.,easy,,,,USD,,manufacturer_listing,https://www.samsung.com/us/support/troubleshoot/TSG10001006/
77,76,Samsung,US,dryer,HC,2,cost_ascending,Replace the heating element,"If airflow is clear and overheating returns, disconnect power and replace the heating element.",advanced,,24.52,84.42,USD,2026.0,manufacturer_listing,https://www.samsung.com/us/support/troubleshoot/TSG10001006/
86,85,Samsung,US,dryer,HC2,1,manufacturer_first,Reset then service,"Power off for two to three minutes and restart; if the gas-ignition error returns, request service.",moderate,,,,USD,,manufacturer_listing,https://www.samsung.com/us/support/troubleshoot/TSG10001006/
85,84,Samsung,US,dryer,OD,1,manufacturer_first,Reset and retry,Power off for two to three minutes and restart the cycle; consult the manual and request service if it returns.,easy,,,,USD,,manufacturer_listing,https://www.samsung.com/us/support/troubleshoot/TSG10001006/
75,75,Samsung,US,dryer,TS,1,manufacturer_first,Clean the lint screen and vent,"Clean the lint screen, the vent system, or both — trapped heat is the most common cause; contact support if the error continues.",easy,,,,USD,,manufacturer_listing,https://www.samsung.com/us/support/troubleshoot/TSG10001006/
87,86,Samsung,US,refrigerator,21E,1,manufacturer_first,Defrost or request service,"Ensure the freezer is not overpacked and the door gaskets seal fully; defrost the unit if you wish, otherwise request service.",moderate,,,,USD,,manufacturer_listing,https://www.samsung.com/us/support/troubleshoot/TSG10007315/
88,87,Samsung,US,refrigerator,22E,1,manufacturer_first,Defrost the fridge fan,"Unplug the refrigerator and leave the doors open for a few hours, then plug it back in; request service if the error returns.",easy,,,,USD,,manufacturer_listing,https://www.samsung.com/us/support/troubleshoot/TSG10007315/
97,96,Samsung,US,refrigerator,33E,1,manufacturer_first,Request professional service,Samsung directs this ice-pipe heater fault to service; contact the Support Center.,professional_only,,,,USD,,manufacturer_listing,https://www.samsung.com/us/support/troubleshoot/TSG10007315/
98,97,Samsung,US,refrigerator,39E,1,manufacturer_first,Request professional service,Samsung directs this ice-maker function fault to service; contact the Support Center.,professional_only,,,,USD,,manufacturer_listing,https://www.samsung.com/us/support/troubleshoot/TSG10007315/
99,98,Samsung,US,refrigerator,40E,1,manufacturer_first,Request professional service,Samsung directs this ice-room fan fault to service; contact the Support Center.,professional_only,,,,USD,,manufacturer_listing,https://www.samsung.com/us/support/troubleshoot/TSG10007315/
95,94,Samsung,US,refrigerator,5E,1,manufacturer_first,Request professional service,Samsung directs this defrost-sensor fault to service; contact the Support Center.,professional_only,,,,USD,,manufacturer_listing,https://www.samsung.com/us/support/troubleshoot/TSG10007315/
89,88,Samsung,US,refrigerator,76C,1,manufacturer_first,Inspect the autofill pitcher,Follow the autofill leak guidance: remove and inspect the autofill compartment for water and dry it out.,easy,,,,USD,,manufacturer_listing,https://www.samsung.com/us/support/troubleshoot/TSG10007315/
91,90,Samsung,US,refrigerator,83E,1,manufacturer_first,Power-cycle at the breaker,"Unplug or switch off the breaker for sixty seconds, then restore power; request service if the code returns.",easy,,,,USD,,manufacturer_listing,https://www.samsung.com/us/support/troubleshoot/TSG10007315/
100,99,Samsung,US,refrigerator,84C,1,manufacturer_first,Request professional service,Samsung directs the compressor-lock fault to service; contact the Support Center.,professional_only,,,,USD,,manufacturer_listing,https://www.samsung.com/us/support/troubleshoot/TSG10007315/
90,89,Samsung,US,refrigerator,85C,1,manufacturer_first,Clear the voltage notice,Press OK for three seconds to clear; the code is harmless and typically follows a brief outage.,easy,,,,USD,,manufacturer_listing,https://www.samsung.com/us/support/troubleshoot/TSG10007315/
92,91,Samsung,US,refrigerator,85E,1,manufacturer_first,Power-cycle at the breaker,"Unplug or switch off the breaker for sixty seconds, then restore power; request service if the code returns.",easy,,,,USD,,manufacturer_listing,https://www.samsung.com/us/support/troubleshoot/TSG10007315/
93,92,Samsung,US,refrigerator,86E,1,manufacturer_first,Power-cycle at the breaker,"Unplug or switch off the breaker for sixty seconds, then restore power; request service if the code returns.",easy,,,,USD,,manufacturer_listing,https://www.samsung.com/us/support/troubleshoot/TSG10007315/
96,95,Samsung,US,refrigerator,8E,1,manufacturer_first,Request professional service,Samsung directs this ice-maker sensor fault to service; contact the Support Center.,professional_only,,,,USD,,manufacturer_listing,https://www.samsung.com/us/support/troubleshoot/TSG10007315/
94,93,Samsung,US,refrigerator,PCER,1,manufacturer_first,Reseat the door harness,"Unplug the unit, disconnect and reconnect the wire harness above the door, then restore power; request service if the error returns.",moderate,,,,USD,,manufacturer_listing,https://www.samsung.com/us/support/troubleshoot/TSG10007315/
227,303,Samsung,UK,washer,11E,1,manufacturer_first,Check hose and leaks,Verify the drain hose position and inspect for leaks.,easy,,,,USD,,manufacturer_listing,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
228,304,Samsung,UK,washer,12E,1,manufacturer_first,Clean the buttons,Clean the control buttons with a dampened cloth.,easy,,,,USD,,manufacturer_listing,https://www.samsung.com/uk/support/home-appliances/what-do-the-codes-on-my-washing-machine-mean/
